CID,FST_USE_DT
CID0152266,20160406
CID0260909,20160406
CID0193171,20160406
CID0200722,20160407
CID0284095,20160401
CID0038907,20160330
CID0195943,20160330
CID0265351,20160407
CID0311281,20160402
CID0251319,20160330
CID0200404,20160406
CID0350248,20160406
CID0343067,20160723
CID0179660,20160723
CID0248781,20160727
CID0033344,20160726
CID0206524,20160726
CID0294004,20160726
CID0312754,20160726
CID0164876,20160727
CID0309555,20160723
CID0190541,20160727
CID0107838,20160406
CID0301218,20160407
CID0111367,20160406
CID0382086,20160407
CID0204347,20160406
CID0020023,20160401
CID0058856,20160330
CID0253278,20160902
CID0175530,20160901
CID0016184,20160901
CID0236202,20160901
CID0107848,20160901
CID0303022,20160901
CID0062703,20160901
CID0365421,20160901
CID0240024,20160831
CID0159315,20160901
CID0018965,20160901
CID0073309,20160901
CID0148596,20160831
CID0133526,20160831
CID0174916,20160901
CID0239678,20160831
CID0158210,20160901
CID0155881,20160901
CID0010735,20160831
CID0244049,20160901
CID0195033,20160901
CID0025171,20160901
CID0111417,20160901
CID0108714,20160831
CID0097033,20160901
CID0244667,20160901
CID0005244,20160902
CID0179997,20160902
CID0119037,20160901
CID0014927,20160831
CID0186407,20160831
CID0052811,20160901
CID0011907,20160903
CID0140094,20160829
CID0070384,20160902
CID0315960,20160901
CID0181066,20160831
CID0212155,20160831
CID0175496,20160901
CID0318229,20160831
CID0036142,20160901
CID0305216,20160831
CID0377854,20160831
CID0230685,20160901
CID0251290,20160831
CID0134496,20160901
CID0234810,20160831
CID0229032,20160901
CID0147052,20160901
CID0262702,20160901
CID0235417,20160902
CID0232000,20160901
CID0096130,20160831
CID0236711,20170217
CID0144547,20170217
CID0169378,20170217
CID0068548,20170218
CID0249779,20170217
CID0267258,20170217
CID0205624,20170217
CID0048482,20170211
CID0257367,20170215
CID0001197,20170301
CID0093829,20170228
CID0340288,20170301
CID0297627,20170228
CID0125265,20170228
CID0243523,20170225
CID0046869,20170228
CID0166132,20170228
CID0190298,20170228
CID0041737,20170225
CID0385969,20170228
CID0229859,20170228
CID0028798,20170225
CID0149003,20170228
CID0275514,20170304
CID0027180,20170218
CID0326448,20170217
CID0143430,20170216
CID0218843,20170217
CID0330168,20170217
CID0161107,20170217
CID0001493,20170228
CID0286466,20170225
CID0015659,20170225
CID0294041,20170228
CID0016051,20170302
CID0340802,20170225
CID0291224,20170225
CID0311341,20170301
CID0118010,20170228
CID0143386,20170302
CID0116403,20170228
CID0027004,20170301
CID0345881,20170216
CID0058030,20170217
CID0320882,20170217
CID0234408,20170216
CID0055422,20170222
CID0197341,20170217
CID0253187,20170218
CID0078297,20170214
CID0281184,20170225
CID0259014,20170301
CID0361688,20170228
CID0128632,20170228
CID0297109,20170228
CID0281335,20170302
CID0370698,20170214
CID0249147,20170211
CID0131132,20170211
CID0159576,20170211
CID0003334,20170214
CID0359814,20170214
CID0381739,20170228
CID0018949,20170301
CID0235915,20170228
CID0222777,20170302
CID0191755,20170302
CID0368479,20160902
CID0196107,20160902
CID0217324,20160831
CID0336962,20160901
CID0103614,20160901
CID0129198,20160901
CID0375736,20160831
CID0355014,20160902
CID0144257,20160831
CID0259191,20160415
CID0366999,20160416
CID0385160,20160416
CID0012903,20170923
CID0204217,20170922
CID0226990,20170922
CID0206173,20170923
CID0119480,20170926
CID0116808,20170926
CID0078336,20170926
CID0313802,20170926
CID0086317,20170922
CID0358617,20170923
CID0171152,20170923
CID0302691,20170923
CID0316770,20170111
CID0312708,20170113
CID0269156,20160416
CID0378329,20160414
CID0003409,20160419
CID0040067,20160415
CID0188387,20160416
CID0044842,20160415
CID0101357,20160415
CID0063865,20160415
CID0256384,20160415
CID0017784,20160414
CID0177331,20160414
CID0064202,20160416
CID0338203,20160416
CID0236050,20160419
CID0198479,20160414
CID0256158,20160416
CID0040447,20160416
CID0202551,20160416
CID0306810,20160420
CID0317701,20160411
CID0151221,20160415
CID0310646,20160419
CID0084984,20170923
CID0023139,20170923
CID0378791,20170926
CID0286942,20170921
CID0385291,20170928
CID0102972,20170921
CID0111407,20170920
CID0016185,20170921
CID0243244,20170920
CID0192639,20170921
CID0165371,20170928
CID0205255,20170920
CID0205698,20170920
CID0311063,20170920
CID0255199,20170117
CID0285544,20170112
CID0332236,20170921
CID0303865,20170921
CID0321534,20170920
CID0061675,20170921
CID0379592,20170922
CID0276286,20170922
CID0269763,20170928
CID0143903,20170921
CID0329216,20170921
CID0120530,20170923
CID0045802,20170921
CID0082239,20170921
CID0379020,20170920
CID0128889,20170922
CID0030975,20170920
CID0108099,20170920
CID0062860,20170922
CID0147745,20170923
CID0381183,20170111
CID0176717,20170110
CID0052785,20170111
CID0165956,20170111
CID0076453,20170111
CID0102064,20170111
CID0072841,20170112
CID0147921,20160415
CID0032567,20160415
CID0253196,20160415
CID0323470,20160415
CID0121773,20160416
CID0054212,20160416
CID0145536,20160415
CID0014744,20160415
CID0251170,20160414
CID0323752,20160415
CID0259547,20160416
CID0114074,20160413
CID0200898,20160414
CID0103874,20160416
CID0024590,20160419
CID0238655,20160414
CID0103236,20160416
CID0045704,20160416
CID0004088,20160415
CID0038618,20160415
CID0079240,20160416
CID0247647,20160416
CID0310125,20170923
CID0375127,20170922
CID0131863,20170922
CID0364768,20170922
CID0166215,20170921
CID0236196,20170923
CID0002391,20170923
CID0285824,20170922
CID0269898,20170923
CID0217737,20170926
CID0372856,20170923
CID0168731,20170923
CID0319280,20170927
CID0189225,20170923
CID0136369,20170926
CID0285459,20170926
CID0381648,20170927
CID0323847,20170927
CID0320679,20170928
CID0148650,20170926
CID0073436,20170927
CID0166392,20170110
CID0100322,20170818
CID0044055,20170818
CID0378809,20170819
CID0205268,20170818
CID0239519,20170818
CID0242103,20170818
CID0273760,20170819
CID0286373,20170818
CID0002426,20170822
CID0244064,20170818
CID0030817,20170823
CID0345046,20170824
CID0195971,20170824
CID0089274,20170823
CID0138909,20170824
CID0158214,20170825
CID0203506,20170824
CID0281233,20170824
CID0042603,20170824
CID0354595,20170811
CID0368821,20170812
CID0292382,20170815
CID0276358,20170812
CID0226574,20170812
CID0202072,20170812
CID0037710,20170812
CID0332993,20170812
CID0239162,20170812
CID0014026,20170812
CID0140454,20170815
CID0351613,20170815
CID0371987,20170812
CID0331137,20170829
CID0294995,20170823
CID0189001,20170824
CID0108650,20160710
CID0046631,20160710
CID0257657,20160710
CID0201808,20170825
CID0362294,20170817
CID0353234,20170818
CID0169294,20170819
CID0133867,20170818
CID0279256,20170824
CID0356640,20170818
CID0196576,20170818
CID0258819,20170818
CID0094098,20170818
CID0153207,20170818
CID0348924,20170818
CID0384001,20170818
CID0133127,20170818
CID0039802,20170818
CID0240607,20170818
CID0108038,20170818
CID0161930,20170829
CID0147404,20170825
CID0021444,20170830
CID0069016,20170824
CID0246392,20170823
CID0223977,20170815
CID0380558,20170811
CID0074933,20170812
CID0344602,20170812
CID0344591,20170812
CID0216205,20170812
CID0300793,20170812
CID0175559,20170812
CID0001009,20170812
CID0329834,20170819
CID0195210,20170823
CID0384455,20170824
CID0053352,20170824
CID0164404,20170825
CID0373572,20170824
CID0290800,20170824
CID0309339,20170824
CID0010385,20170826
CID0277117,20170824
CID0107123,20170824
CID0265235,20170826
CID0218554,20170818
CID0075781,20170818
CID0279990,20170819
CID0240884,20170818
CID0252911,20170819
CID0277979,20170818
CID0199868,20170821
CID0116762,20170818
CID0246149,20170817
CID0026292,20170818
CID0284516,20170817
CID0234609,20170818
CID0162981,20170819
CID0333934,20170825
CID0357615,20170824
CID0248438,20170826
CID0161926,20170825
CID0201173,20170824
CID0016270,20170825
CID0037457,20170829
CID0077733,20170812
CID0240785,20170811
CID0384504,20170811
CID0269120,20170812
CID0224901,20170812
CID0208656,20170815
CID0198621,20170812
CID0169428,20170812
CID0164247,20170812
CID0319521,20170815
CID0217816,20170814
CID0259560,20160713
CID0375431,20160713
CID0052958,20160714
CID0326591,20160713
CID0297825,20160713
CID0206828,20160713
CID0070780,20160712
CID0238147,20160712
CID0094286,20160714
CID0151233,20160714
CID0266544,20160715
CID0218804,20160713
CID0204049,20160713
CID0352785,20160716
CID0214920,20160712
CID0203679,20160714
CID0335000,20160401
CID0317122,20160401
CID0304530,20160406
CID0074979,20160407
CID0241278,20160406
CID0174118,20160407
CID0032980,20160401
CID0154476,20160402
CID0019905,20160402
CID0344000,20160401
CID0171884,20160402
CID0055271,20160401
CID0073292,20160401
CID0000864,20160331
CID0017200,20160330
CID0066132,20160726
CID0269845,20160726
CID0286613,20160330
CID0304341,20160401
CID0305404,20160401
CID0387954,20160401
CID0307425,20160401
CID0230224,20160402
CID0358093,20160406
CID0197737,20160408
CID0151653,20160408
CID0213754,20160406
CID0000568,20160408
CID0028658,20160409
CID0278076,20160408
CID0096623,20160407
CID0175085,20160408
CID0019444,20160408
CID0225833,20160625
CID0023399,20160625
CID0303019,20160628
CID0142819,20160628
CID0203298,20160625
CID0345384,20160625
CID0387068,20160625
CID0185356,20160624
CID0121206,20160622
CID0305771,20160726
CID0353918,20160726
CID0230176,20160726
CID0310613,20160726
CID0385091,20160726
CID0053293,20160726
CID0011267,20160727
CID0333365,20160727
CID0175063,20160624
CID0121064,20160625
CID0132858,20160625
CID0077458,20160624
CID0284255,20160625
CID0011674,20160625
CID0150432,20160629
CID0015448,20160625
CID0383960,20160625
CID0245444,20160625
CID0083422,20160624
CID0126650,20160624
CID0070132,20160726
CID0382205,20160624
CID0146682,20160625
CID0337436,20160625
CID0071664,20160628
CID0334591,20160623
CID0086054,20160625
CID0250751,20160625
CID0040815,20160624
CID0340137,20160624
CID0376394,20160625
CID0380687,20160625
CID0172608,20160629
CID0344098,20160726
CID0019853,20160726
CID0106334,20160728
CID0336958,20160727
CID0369912,20160727
CID0026372,20160727
CID0098886,20160727
CID0036836,20160727
CID0119441,20160727
CID0184697,20170523
CID0034709,20170520
CID0025065,20170520
CID0349951,20170519
CID0133850,20170519
CID0253266,20170519
CID0379458,20170519
CID0008650,20170518
CID0351214,20170518
CID0320721,20170519
CID0124732,20170520
CID0146872,20170519
CID0012039,20170520
CID0225400,20170519
CID0175090,20170526
CID0283849,20160727
CID0282703,20160727
CID0201573,20160726
CID0047417,20160728
CID0114698,20160727
CID0196963,20160727
CID0286812,20160623
CID0377971,20160628
CID0291100,20160625
CID0044452,20160628
CID0274741,20160625
CID0078585,20160628
CID0298046,20160625
CID0019588,20160629
CID0184862,20160624
CID0173249,20160629
CID0008533,20160628
CID0166833,20160628
CID0224284,20160625
CID0213202,20160628
CID0235047,20160625
CID0275595,20160625
CID0282731,20160625
CID0111939,20160628
CID0063419,20160629
CID0031893,20160901
CID0060233,20160901
CID0128094,20160901
CID0281186,20160901
CID0268687,20160901
CID0326239,20160831
CID0263774,20160901
CID0046220,20160831
CID0374973,20160831
CID0375097,20160906
CID0197900,20160902
CID0368066,20160902
CID0105770,20160902
CID0083584,20160903
CID0136610,20160831
CID0064304,20160831
CID0308349,20160831
CID0272761,20160831
CID0064807,20160902
CID0105024,20160901
CID0102277,20160901
CID0266341,20160901
CID0228561,20160902
CID0289643,20160831
CID0260250,20160901
CID0372195,20160901
CID0045478,20160901
CID0350060,20160902
CID0235607,20160902
CID0062006,20160902
CID0084907,20160902
CID0176799,20160902
CID0365735,20160901
CID0188704,20160902
CID0009095,20160902
CID0107259,20160902
CID0253545,20160901
CID0338234,20160902
CID0212552,20160902
CID0200058,20160902
CID0080099,20160902
CID0172884,20160902
CID0342130,20160902
CID0200322,20160902
CID0241930,20160902
CID0094948,20160902
CID0296788,20160903
CID0163429,20160903
CID0070772,20160902
CID0235764,20160901
CID0282036,20160902
CID0003362,20160901
CID0212644,20160902
CID0117885,20160831
CID0383657,20160903
CID0350184,20160903
CID0096515,20160901
CID0342340,20160901
CID0339931,20160903
CID0309010,20170302
CID0034737,20170301
CID0194951,20170228
CID0326164,20170228
CID0193276,20170303
CID0347963,20170307
CID0097029,20170301
CID0226056,20170228
CID0357904,20170301
CID0333673,20170301
CID0185811,20170302
CID0231362,20170301
CID0132229,20170303
CID0257400,20170302
CID0023309,20170303
CID0068788,20170303
CID0165734,20170304
CID0090626,20170228
CID0378600,20170301
CID0036744,20170302
CID0224058,20170301
CID0256778,20170301
CID0214635,20170301
CID0045003,20170303
CID0249976,20170301
CID0377013,20170301
CID0026393,20170301
CID0088670,20170302
CID0168932,20170304
CID0069529,20170301
CID0127648,20170302
CID0267789,20170302
CID0377320,20170301
CID0030062,20170228
CID0205290,20170301
CID0064308,20170302
CID0009999,20170303
CID0226941,20170303
CID0218335,20170303
CID0325693,20170216
CID0092098,20170217
CID0080261,20170217
CID0186263,20170217
CID0262769,20170217
CID0179116,20170218
CID0028242,20170221
CID0108299,20170217
CID0251255,20170222
CID0032027,20160902
CID0355235,20160902
CID0252869,20160906
CID0166338,20160901
CID0246264,20160903
CID0182885,20160902
CID0079420,20160902
CID0058207,20160901
CID0352595,20160903
CID0104344,20160902
CID0150805,20170214
CID0067775,20160901
CID0208603,20160901
CID0097815,20160902
CID0297714,20160902
CID0139169,20160902
CID0289342,20160902
CID0098429,20160902
CID0122370,20160903
CID0301796,20160901
CID0210020,20160901
CID0344926,20170302
CID0056606,20170301
CID0369162,20170111
CID0080876,20170110
CID0277169,20170111
CID0261549,20170118
CID0182757,20170110
CID0084119,20170110
CID0272581,20170113
CID0357474,20170114
CID0084291,20160416
CID0375524,20160416
CID0184150,20160416
CID0031329,20160416
CID0156293,20160420
CID0053752,20160416
CID0232582,20160416
CID0109688,20160416
CID0341470,20160416
CID0295084,20160419
CID0241464,20160416
CID0055811,20160419
CID0290761,20160413
CID0147727,20160415
CID0257730,20160413
CID0267255,20160416
CID0340863,20160413
CID0137175,20160416
CID0057660,20160416
CID0315924,20160416
CID0191186,20160416
CID0035868,20160416
CID0156913,20160416
CID0273662,20170610
CID0123406,20170923
CID0161267,20170922
CID0358447,20170922
CID0346533,20170923
CID0229220,20170922
CID0108074,20170922
CID0381515,20170923
CID0133077,20170923
CID0143563,20170923
CID0346828,20170923
CID0315633,20170923
CID0311894,20170923
CID0296877,20170923
CID0017548,20170926
CID0107362,20170923
CID0044332,20170923
CID0188813,20170923
CID0151347,20170922
CID0072069,20170921
CID0216039,20170921
CID0133861,20170921
CID0115239,20170921
CID0168187,20170922
CID0137672,20170921
CID0308744,20170921
CID0145818,20170113
CID0339103,20170111
CID0221643,20170117
CID0246514,20170117
CID0141236,20160414
CID0340684,20160419
CID0098028,20160416
CID0212519,20160419
CID0330554,20160416
CID0116172,20160414
CID0302158,20160416
CID0216414,20160416
CID0128192,20160416
CID0323284,20160419
CID0326000,20160413
CID0155091,20160413
CID0266529,20160415
CID0313505,20160415
CID0361781,20160416
CID0387972,20160416
CID0227395,20160416
CID0175364,20160416
CID0360853,20160416
CID0285176,20160416
